0.4,1.339
0.41,1.3386
0.42,1.3382
0.43,1.3378
0.44,1.3374
0.45,1.337
0.46,1.3366
0.47,1.3362
0.48,1.3358
0.49,1.3354
0.5,1.335
0.51,1.3346
0.52,1.3342
0.53,1.3338
0.54,1.3334
0.55,1.333
0.56,1.333
0.57,1.333
0.58,1.3328
0.59,1.3324
0.6,1.332
0.61,1.332
0.62,1.332
0.63,1.3318
0.64,1.3314
0.65,1.331
0.66,1.331
0.67,1.331
0.68,1.331
0.69,1.331
0.7,1.331
